"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"TBWUK99","2020-02-01T00:00:00","-4.20","110.60",,,"1","4","0","0","2","4","1","0","300","3","41",,"98",,,"10109",,,"0","280","0","265","259",,,"4",,,"A",,,,,,"0",,,"333","40","992","114","5","1","2","2","F11111","111AA1111A1A3A",,"1",,"0",,,,,,,,,"4"
"VRDJ3","2020-02-01T00:00:00","-6.60","116.60",,,"1","4","0","0","5","3","1","0","300","1","120",,"98","64","6","10060","2","20","0","270","0","260","256","1","293","8","6","8","3","1","A",,"3","1","29","6","2","333","66","992","114","5","1","2","2","111111","14131111111411",,"1","2",,,,,,,,,,"4"
"VRRB6","2020-02-01T02:00:00","-2.70","119.60",,,"1","4","0","0","8","3","1","0","350","4","77",,"97","2","0","10150","1",,"0","270","0","250","243","1","280","5","5","8","6","8","A",,"6","2","35",,,"333","29","992","114","5","1","2","2","111151","11111111111177",,"1","0",,,,"0","0","A","0","A","A","4"
"VRRB6","2020-02-01T03:00:00","-2.90","119.60",,,"1","4","0","0","8","3","1","0","350","4","77",,"97","2","0","10150","1",,"0","270","0","250","243","1","280","5","5","8","6","8","A",,"6","2","35",,,"333","29","992","114","5","1","2","2","111151","11111111111177",,"1","0",,,,"0","0","A","0","A","A","4"
"TBWUK99","2020-02-01T04:00:00","-4.60","111.60",,,"1","5","2","5","2","4","1",,"40","3","77","1","98",,"2","10103","0","3","8","290",,"270","262",,,"6","6","5","A","6","A",,"4","1",,,,"333","41","798","172","5","1","2","2","F12111","111A11111A11A1","5",,"2",,,,,,,,,,
"VRRB6","2020-02-01T04:00:00","-3.10","119.60",,,"1","6","2","5","8","3","1",,"350","4","77","1","97","2","0","10150","4","0","8","270",,"250","243","1","280","5","5","8","6","8","A",,"6","2","35","8","3","333","39","798","172","5","1","2","2","111151","1111111111117A","5",,"0",,,,,"0",,"0",,,
"CQAI7","2020-02-01T06:00:00","-9.90","115.90",,,"1","6","2","5","8","3","1",,"180",,"31","1","98","3","2","10090","4","0","8","290","0","235","208","3","310","6","5","1","5","0","5","18","5","0","21","12","2","333","95","798","172","5","0",,"2","111114","11111111111111","5",,"2",,,,,,,,,,
"VRDJ3","2020-02-01T06:00:00","-8.40","115.80",,,"1","4","0","0","4","4","1","0","230","4","41",,"98","2","2","10033","8","27","0","312","0","269","239","3","299","6","6","2","4","7","7",,"0","0","0","0","0","333","85","992","114","5","1","2","2","111122","11111111111111",,"1","2",,,,,,,,,,"4"
"C6BC9","2020-02-01T10:00:00","-4.30","110.80",,,"1","6","2","5","2","4","1",,"70","3","62","1","98","50","5","10090","3","6","8","290",,"260","248","1","300","8","6","8","4","6","8",,,,,,,"333","40","798","172","5","1","2","2","112111","11111111111AA1","5",,"2",,,,,,,,,,
"TBWUK99","2020-02-01T12:00:00","-5.40","113.60",,,"1","4","0","0","2","3","1","0","50","3","51",,"98",,,"10110",,,"0","290","0","275","269",,,"3",,,"A",,,,,,"0",,,"333","53","992","114","5","1","2","1","F11111","111AA1111A1A3A",,"1",,"0",,,,,,,,,"4"
"VRDJ3","2020-02-01T12:00:00","-9.60","115.80",,,"1","6","2","5","4","3","1",,"220","4","57","1","98","1","2","10060","2","30","8","295",,"255","238","3","295","6","4","1","2","1","0",,,,,,,"333","95","798","172","5","1","2","1","111111","11111111111AA1","5",,"2",,,,,,,,,,
"C6BC9","2020-02-01T14:00:00","-4.70","112.00",,,"1","6","2","5","2","4","1",,"30","3","62","1","98","2","2","10117","1","20","8","280",,"250","237","1","290",,,"A",,"A","A",,,,,,,"333","42","798","172","5","1","2","1","111111","11111111118AA1","5",,"2",,,,,,,,,,
"VRRB5","2020-02-01T17:00:00","-0.80","119.40",,,"1","6","2","5","1","3","1",,"180","4","36","1","97",,"0","10120","4","0","8","320",,"270","250","1","290","4","4","1","5","A","A",,"10","3","16","10","3","333","9","798","172","5","1","2","1","151111","111A1111111111","5",,"0",,,,,,,,,,
"C6BC9","2020-02-01T18:00:00","-5.30","113.10",,,"1","6","2","5","3","4","1",,"140","3","77","1","98",,"2","10100","8","18","8","280",,"250","237","1","290","6","6","A","A","A","A",,,,,,,"333","53","798","172","5","1","2","1","111511","111A1111111AA1","5",,"2",,,,,,,,,,
"CQAI7","2020-02-01T18:00:00","-7.20","116.40",,,"1","6","2","5","1","3","1",,"270",,"41","1","98","13","2","10100","4","0","8","255","0","230","218","3","290","7","7","2","4","A","A","27","5","1",,,,"333","76","798","172","5","0",,"1","111111","111111111111A1","5",,"2",,,,,,,,,,
"V7TR6","2020-02-01T18:00:00","-1.90","116.90",,,"1","4","0","0","5","2","1","0","10","4","77",,"97","3","2","10110",,,"0","280","0","260","252","1","260","8","8","7","3","7","A",,,"1","0",,,"333","16","992","114","5","1","2","1","211411","1111111111133A",,"1","2","0",,,,,,,,,"4"
"VRRB5","2020-02-01T18:00:00","-0.90","119.50",,,"1","6","2","5","1","3","1",,"180","4","36","1","97",,"0","10120","4","0","8","320",,"270","250","1","290","4","4","1","5","A","A",,"10","3","16","10","3","333","9","798","172","5","1","2","1","151111","111A1111111111","5",,"0",,,,,,,,,,
"VRRB5","2020-02-01T19:00:00","-1.10","119.60",,,"1","6","2","5","1","3","1",,"180","4","36","1","97",,"0","10120","4","0","8","320",,"270","250","1","290","4","4","1","5","A","A",,"10","3","16","10","3","333","19","798","172","5","1","2","1","151111","111A1111111111","5",,"0",,,,,,,,,,
"VRRB5","2020-02-01T20:00:00","-1.30","119.60",,,"1","6","2","5","1","3","1",,"180","4","36","1","97",,"0","10120","4","0","8","320",,"270","250","1","290","4","4","1","5","A","A",,"10","3","16","10","3","333","19","798","172","5","1","2","1","151111","111A1111111111","5",,"0",,,,,,,,,,
"VRRB5","2020-02-01T21:00:00","-1.60","119.60",,,"1","6","2","5","1","3","1",,"40","3","77","1","98",,"2","10140",,,"8","300",,"250","230","1","280","6","6","2","6","3","A","0","10","0",,"9","1","333","19","798","172","5","1","2","1","111111","111A111111187A","5",,"2",,,,,,,,,,
"C6BC9","2020-02-01T23:00:00","-6.20","114.20",,,"1","4","0","0","3","4","1","0",,"3",,,"98","3","2","10112","1","19","0","280","0","250","237","1","300","7","5","5","5","7","8",,,,,,,"333","64","992","114","5","1","2","2","11FF11","11111111111AA1",,"1","2",,,,,,,,,,"4"
"TBWUK99","2020-02-02T00:00:00","-6.10","116.50",,,"1","4","0","0","2","3","1","0","50","3","51",,"97",,"5","10121",,,"0","280","0","260","252",,,"7",,,"A",,,,,,"0",,,"333","66","992","114","5","1","2","2","F11111","111A11111A1A3A",,"1","5","0",,,,,,,,,"4"
"TBWUK99","2020-02-02T03:00:00","-6.20","117.60",,,"1","5","2","5","2","4","1",,"10","3","41","1","98",,"2","10124","1","4","8","295",,"265","253",,,"7","7","A","A","6","A",,"3","1",,,,"333","67","798","172","5","1","2","2","F11111","111A11111A11A1","5",,"2",,,,,,,,,,
"V7TR6","2020-02-02T03:00:00","-3.60","116.70",,,"1","6","2","5","4","2","1",,"310","4","51","1","97",,,"10130",,,"8","280",,"270","266","1",,,,"A",,"A","A",,,,,,,"333","36","798","172","5","1","2","2","611111","111AA111198AAA","5",,,,,,,,,,,,
"7JPN","2020-02-02T05:00:00","-8.30","115.80",,,"1","4","0","0","1","3","1","0","340","4","57",,"98","3","1","10112",,,"0","320","0","300","293","3","310","6","4","1","4","6","1",,"6","1","0",,,"333","85","992","114","5","1","2","2","131111","1111111111113A",,"1","1","0",,,,,,,,,"4"
"C6BC9","2020-02-02T05:00:00","-7.90","115.70",,,"1","4","0","0","4","4","1","0","350","3","77",,"98",,"1","10105","8","20","0","320","0","270","250","1","300","5","5","7","2","A","A",,"8","2","38","8","2","333","75","992","114","5","1","2","2","151211","111A1111111111",,"1","1",,,,,,,,,,"4"
"CQAI7","2020-02-02T06:00:00","-4.60","117.60",,,"1","6","2","5","1","3","1",,"320",,"87","1","98","3","2","10090","7","10","8","290","0","250","232","3","290","7","6","2","4","0","8","32","8","2",,,,"333","47","798","172","5","0",,"2","111111","111111111111A1","5",,"2",,,,,,,,,,
"V7TR6","2020-02-02T06:00:00","-4.00","116.40",,,"1","4","0","0","5","2","1","0","10","4","82",,"97","3","2","10110",,,"0","300","0","280","273","1","260","6","6","5","6","9","2",,,"1","0",,,"333","46","992","114","5","1","2","2","111211","1111111111133A",,"1","2","0",,,,,,,,,"4"
"C6BC9","2020-02-02T11:00:00","-9.90","115.50",,,"1","6","2","5","4","4","1",,"180","3","31","1","98","2","2","10097","3","15","8","300",,"250","228","1","310",,,"A",,"A","A",,,,,,,"333","95","798","172","5","1","2","1","111111","11111111118AA1","5",,"2",,,,,,,,,,
"TBWUK99","2020-02-02T11:00:00","-6.80","119.60",,,"1","4","0","0","3","3","1","0","320","3","51",,"98",,,"10106",,,"0","300","0","280","273",,,"6",,,"A",,,,,,"0",,,"333","69","992","114","5","1","2","1","F11111","111AA1111A1A3A",,"1",,"0",,,,,,,,,"4"
"3FMK7","2020-02-02T12:00:00","-4.70","110.80",,,"1","6","2","5","8","3","1",,"280","4","77","1","98","1","1","10100",,,"8","280",,"260","252","3","270","7","7","4","6","5","6",,"2","2",,,,"333","40","798","172","5","1","2","1","111111","111111111111AA","5",,"1",,,,,,,,,,
"V7TR6","2020-02-02T14:00:00","-4.40","115.20",,,"1","6","2","5","6","2","1",,"280","4","51","1","97",,,"10110",,,"8","290",,"280","276","1",,,,"A",,"A","A",,,,,,,"333","45","798","172","5","1","2","1","611111","111AA111198AAA","5",,,,,,,,,,,,
"V7TR6","2020-02-02T18:00:00","-4.40","114.60",,,"1","4","0","0","6","2","1","0","270","4","82",,"97","3","2","10110",,,"0","280","0","260","252","1","260","8","8","8","5","7","A",,,"1","0",,,"333","44","992","114","5","1","2","1","111111","1111111111133A",,"1","2","0",,,,,,,,,"4"
"V7TR6","2020-02-03T02:00:00","-4.30","113.30",,,"1","6","2","5","6","2","1",,"90","4","51","1","98",,,"10130",,,"8","290",,"280","276","1",,,,"A",,"A","A",,,,,,,"333","43","798","172","5","1","2","2","611111","111AA111198AAA","5",,,,,,,,,,,,
"7JPN","2020-02-03T05:00:00","-4.40","117.80",,,"1","4","0","0","1","2","1","0","360","4","62",,"98","3","1","10108",,,"0","310","0","280","269","3","300","5","4","5","5","7","5",,"11","2","0",,,"333","47","992","114","5","1","2","2","131111","1111111111113A",,"1","1","0",,,,,,,,,"4"
"V7TR6","2020-02-03T06:00:00","-4.30","112.60",,,"1","4","0","0","6","2","1","0","280","4","82",,"97","3","2","10110",,,"0",,"0","300","290","1","260","8","8","7","3","7","A",,,"1","0",,,"333","42","992","114","5","1","2","2","271111","1111111661133A",,"1","2","0",,,,,,,,,"4"
"VRFT7","2020-02-03T06:00:00","-9.20","115.80",,,"1","6","2","5","8","4","1",,,"4","0","1","98","2","2","10096","7","10","8","290",,"280","267","1","291","4","2","4","6","3","1","0","0","0","18","4","2","333","95","798","172","5","1","2","2","111111","12111111111111","5",,"1",,,,,,,,,,
"VRDP4","2020-02-03T07:39:00","-7.05","117.45",,,"1","5","2","5","9",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333","77","798","172","5","0",,"2","FFFFFF","1AAAAAAAAAAAAA","5",,,,,,,,,,,,
"VRDP4","2020-02-03T11:22:00","-7.47","118.57",,,"1","5","2","5","9",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333","78","798","172","5","0",,"1","FFFFFF","1AAAAAAAAAAAAA","5",,,,,,,,,,,,
"VRFT7","2020-02-03T12:00:00","-1.60","116.20",,,"1","6","2","5","8","4","1",,"300","4","57","1","98","2","2","10112","2","13","8","290",,"280","267","1","292","4",,"A","A","A","A",,,,,,,"333","16","798","172","5","1","2","1","111111","11111111111AA1","5",,"1",,,,,,,,,,
"V7TR6","2020-02-03T14:00:00","-4.20","111.40",,,"1","6","2","5","6","2","1",,"250","4","51","1","97",,,"10110",,,"8","280",,"270","266","1",,,,"A",,"A","A",,,,,,,"333","41","798","172","5","1","2","1","611111","111AA111198AAA","5",,,,,,,,,,,,
"V7TR6","2020-02-03T18:00:00","-4.10","110.80",,,"1","4","0","0","6","2","1","0","290","4","77",,"97","3","2","10120",,,"0","280","0","260","252","1","260","8","8","7","3","7","A",,,"1","0",,,"333","40","992","114","5","1","2","1","211111","1111111111133A",,"1","2","0",,,,,,,,,"4"
"VRFT7","2020-02-03T18:00:00","-5.90","116.90",,,"1","6","2","5","8","4","1",,"320","4","67","1","98","2","1","10099","7","13","8","290",,"280","267","1","292",,,"A",,"A","A",,,,,,,"333","56","798","172","5","1","2","1","111111","11111111118AA1","5",,"2",,,,,,,,,,
"VRFT7","2020-02-04T00:00:00","-4.40","117.80",,,"1","6","2","5","8","4","1",,"350","1","60","1","98","2","2","10105","2","10","8","290",,"280","263","1","290","7","3","4","6","9","8",,"4","2","36","0","0","333","47","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,,,,,
"MAOR9","2020-02-04T03:00:00","-2.30","118.60",,,"1","6","2","5","4","4","1",,,"4",,"1","98","2","8","10107","8","10","8","310",,"267","250","1","295","7","3","2","5","1","9",,,,,,,"333","28","798","172","5","1","2","2","111611","11111111111AA1","5",,"2",,,,,,,,,,
"7JPN","2020-02-04T04:00:00","-0.50","119.10",,,"1","6","2","5","8","2","1",,"20","4","77","1","98","3","9","10098",,,"8","300","0","270","258","3","290","6","5","0","4","7","2",,"7","4","19","10","22","333","9","798","172","5","1","2","2","111111","1111111111111A","5",,"5",,,,,,,,,,
"9V9450","2020-02-04T04:00:00","-9.60","115.80",,,"1","6","2","5","8","3","1",,"170","4","26","1","98",,"1","10141","4","0","8","300",,"280","273","1",,"4","4","1","7","A","8",,"5","2","22","5","2","333","95","798","172","5","1","2","2","711131","111A1111191111","5",,"1",,,,,,,,,,
"VRDE7","2020-02-04T06:00:00","-6.10","115.80",,,"1","6","2","5","6","3","1",,"150","4","72","1","98",,"1","10080","7","40","8","320",,"270","253","3","320","4","4","1","4","0","0",,"2","1",,,,"333","65","798","172","5","1","2","2","351511","111A11111111A1","5",,"1",,,,,,,,,,
"VRFT7","2020-02-04T06:00:00","-2.80","118.60",,,"1","6","2","5","8","4","1",,"10","4","123","1","98","2","2","10071","7","27","8","290",,"270","263","1","291","3","3","4","4","A","A",,"4","2",,,,"333","28","798","172","5","1","2","2","111411","111111111111A1","5",,"2",,,,,,,,,,
"MAOR9","2020-02-04T08:00:00","-3.80","118.10",,,"1","5","2","5","4","4","1",,,"4",,"1","98","1","1","10070","6","20","8","310",,"270","254",,,"5","3","2","5","4","4",,,,"36","4","2","333","38","798","172","5","1","2","2","F11611","111111111A1A11","5",,"1",,,,,,,,,,
"MAOR9","2020-02-04T09:00:00","-4.00","117.90",,,"1","4","0","0","5","4","1","0","330","3","72",,"98","2","2","10066","5","10","0","300","0","260","243","1","304","7","3","2","5","A","8",,"2","1","0",,,"333","47","992","114","5","1","2","2","111111","11111111111131",,"1","2","0",,,,,,,,,"4"
"VRFT7","2020-02-04T12:00:00","-1.30","118.40",,,"1","6","2","5","8","4","1",,,"4",,"1","98","2","2","10082","2","12","8","290",,,,"1","290",,,"A",,"A","A",,,,,,,"333","18","798","172","5","1","2","1","111611","11111118818AA1","5",,"2",,,,,,,,,,
"9V9450","2020-02-04T13:00:00","-8.10","115.90",,,"1","4","0","0","1","3","1","0","300","4","26",,"97",,"2","10121",,,"0","330","0","290","276","1","320","3",,"2","5","A","A",,"4","0","0",,,"333","85","992","114","5","1","2","1","351111","111A111111113A",,"1","2","0",,,,,,,,,"4"
"9V9450","2020-02-04T15:00:00","-7.50","116.40",,,"1","6","2","5","1","3","1",,"310","4","21","1","98","2","2","10141","2","10","8","280",,"260","252","1",,"7","4","7","3","7","8",,"1","2",,,,"333","76","798","172","5","1","2","1","711131","111111111611A1","5",,"2",,,,,,,,,,
"MAOR9","2020-02-04T16:00:00","-5.90","116.90",,,"1","6","2","5","4","4","1",,"350","4","123","1","98","0",,"10098","2","7","8","290",,"255","240","1","303",,,"A",,"A","A",,,,,,,"333","56","798","172","5","1","2","1","111411","1111A111118AA1","5",,,,,,,,,,,,
"VRFT7","2020-02-04T18:00:00","-0.30","119.30",,,"1","4","0","0","8","4","1","0",,"1",,,"98","2","2","10080","7","10","0","280","0","264","259","1","290","7",,,"A",,,,,,,,,"333","9","992","114","5","1","2","1","11FF11","14111111111AA1",,"1","1",,,,,,,,,,"4"
"MAOR9","2020-02-04T20:00:00","-7.20","116.50",,,"1","5","2","5","5","4","1",,"20","4","77","1","98","2","0","10081","3","5","8","285",,"255","242",,,"3",,"A","A","A","A",,,,,,,"333","76","798","172","5","1","2","1","F11111","111111111A1AA1","5",,"0",,,,,,,,,,
"VRFT7","2020-02-05T00:00:00","-1.60","119.50",,,"1","6","2","5","8","4","1",,"10","4","87","1","98","2","2","10100","2","20","8","290",,"270","263","1","290","8","3","7","5","7","0",,"4","2","1","5","3","333","19","798","172","5","1","2","2","111211","11111111111111","5",,"2",,,,,,,,,,
"9V9450","2020-02-05T03:00:00","-5.30","117.20",,,"1","6","2","5","1","3","1",,"330","4","46","1","98","58","5","10151","2","10","8","290",,"260","248","1",,"7","5","7","3","7","3",,"1","1",,,,"333","57","798","172","5","1","2","2","711131","111111111911A1","5",,"2",,,,,,,,,,
"9V9450","2020-02-05T11:00:00","-4.00","118.10",,,"1","6","2","5","1","3","1",,"330","4","93","1","97",,"1","10131",,,"8","290",,"260","248","1",,"6",,"7","3","A","A",,"4","1","32","5","2","333","48","798","172","5","1","2","1","711211","111A111119111A","5",,"1",,,,,,,,,,
"VRFT7","2020-02-05T12:00:00","-4.60","119.70",,,"1","6","2","5","8","4","1",,"10","4","87","1","98","2","2","10090","2","12","8","270",,"250","243","1","278",,,"A",,"A","A",,,,,,,"333","49","798","172","5","1","2","1","111211","11111111118AA1","5",,"2",,,,,,,,,,
"9V9450","2020-02-05T15:00:00","-3.40","118.50",,,"1","6","2","5","8","3","1",,"340","4","113","1","98","2","2","10131","4","0","8","290",,"260","248","1",,"7","3","7","3","1","2",,"1","4",,,,"333","38","798","172","5","1","2","1","711411","111111111611A1","5",,"2",,,,,,,,,,
"9V9450","2020-02-05T20:00:00","-2.70","118.60",,,"1","6","2","5","8","3","1",,"20","4","103","1","97",,"8","10121",,,"8","280",,"260","252","1","310","7","7","5","7","A","A",,"7","4","2","7","3","333","28","798","172","5","1","2","1","311211","111A111111111A","5",,"2",,,,,,,,,,
"9V9450","2020-02-06T00:00:00","-1.90","118.70",,,"1","6","2","5","8","3","1",,"30","4","82","1","97",,"6","10151",,,"8","290",,"260","248","1",,"6",,"4","6","A","A",,"4","3","36","4","4","333","18","798","172","5","1","2","2","711131","111A111116111A","5",,"1",,,,,,,,,,
"9V9450","2020-02-06T04:00:00","-1.20","118.80",,,"1","6","2","5","8","3","1",,"10","4","98","1","98","2","5","10151","4","0","8","320",,"270","250","1","320","6","3","4","6","6","2",,"1","4",,,,"333","18","798","172","5","1","2","2","551431","111111111111A1","5",,"5",,,,,,,,,,
"MAQK9","2020-02-06T06:00:00","-9.10","119.10",,,"1","6","2","5","6","4","1",,"160","4","26","1","98","2","0","10066","7","19","8","300",,"260","243","1","300","2","1","0","9","8","1",,"4","1","23","4","1","333","99","798","172","5","1","2","2","111111","11111111111111","5",,"0",,,,,,,,,,
"MAQK9","2020-02-06T09:00:00","-9.20","118.30",,,"1","6","2","5","6","4","1",,"220","4","67","1","98","3","1","10087","5","9","8","300",,"260","243","1","300","5","4","7","3","7","1",,"4","1","23","4","1","333","98","798","172","5","1","2","2","111311","11111111111111","5",,"1",,,,,,,,,,
"MAQK9","2020-02-06T13:00:00","-9.30","117.20",,,"1","6","2","5","6","4","1",,,"4",,"1","98","1","1","10110","0","9","8","295",,"265","253","1","300","5","4","7","3","7","4",,"4","1","23","4","1","333","97","798","172","5","1","2","1","111711","11111111111111","5",,"1",,,,,,,,,,
"VRDJ3","2020-02-07T00:00:00","-9.40","115.70",,,"1","6","2","5","8","4","1",,"340","4","87","1","98","3","2","10040","2","30","8","300",,"270","258","3","289","6","2","4","3","4","2",,"3","1","18","7","5","333","95","798","172","5","1","2","2","111211","11111111111111","5",,"0",,,,,,,,,,
"MASKSTID","2020-02-07T06:00:00","-7.20","116.30",,,"1","4",,"0","8","4","2","0","100","4","129",,"97","60","2","10024","7","21",,"291","0","262","247","3","291","7","7","7","2","A","A",,"2","1","25","3","2","333","76","792","103","5","1","2","2","11FF41","14111111111111",,"1","2","20","10","6",,,,,,,"4"
"VRDJ3","2020-02-07T12:00:00","-6.10","116.80",,,"1","6","2","5","8","4","1",,"330","4","77","1","97","2","2","10050","2","30","8","280",,"250","237","3","290","8","3","7","2","7","A",,,,,,,"333","66","798","172","5","1","2","1","111111","11111111111AA1","5",,"2",,,,,,,,,,
"MAQK9","2020-02-07T14:00:00","-9.10","115.30",,,"1","6","2","5","3","2","1",,,"4",,"1","98","1","1","10110","0","9","8","270",,"260","256","1","300","5","4","7","3","7","4",,"4","1","23","4","1","333","95","798","172","5","1","2","1","111711","11111111111111","5",,"1",,,,,,,,,,
"2ICH8","2020-02-07T16:00:00","-4.80","111.50",,,"1","6","2","5","3","3","1",,"240","3","62","1","97","15","9","10114","0","7","8","290",,"252","235","1","282",,,"A",,"A","A",,"3","1",,,,"333","41","798","172","5","1","2","1","111111","111111111181A1","5",,"8",,,,,,,,,,
"VRDJ3","2020-02-07T18:00:00","-4.50","117.80",,,"1","6","2","5","1","4","1",,"80","4","21","1","98","2","2","10059","7","11","8","284",,"251","238","3","288","7","7","6","5","A","A",,,,,,,"333","47","798","172","5","1","2","1","111111","11111111111AA1","5",,"2",,,,,,,,,,
"MAQK9","2020-02-07T19:00:00","-8.90","115.70",,,"1","6","2","5","8","3","1",,"20","4","46","1","98","2","1","10085","6","24","8","280",,"250","237","1","300","5","4","7","3","7","4",,"4","1","35","4","1","333","85","798","172","5","1","2","1","111111","11111111111111","5",,"1",,,,,,,,,,
"2ICH8","2020-02-07T20:00:00","-5.20","112.30",,,"1","6","2","5","3","3","1",,"350","3","51","1","98","13","8","10097","7","9","8","285",,"260","250","1","283","8","2","A","A","A","A",,,,,,,"333","52","798","172","5","1","2","1","111111","11111111111AA1","5",,"0",,,,,,,,,,
"2ICH8","2020-02-07T23:00:00","-5.60","112.90",,,"1","6","2","5","3","3","1",,"320","3","10","1","97","51","9","10111",,,"8","275",,"255","247","1","281","8","8","3","6","A","A",,"2","1","27","7","1","333","52","798","172","5","1","2","2","111111","1111111111111A","5",,"6",,,,,,,,,,
