"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"VRDJ3","2020-02-08T00:00:00","-2.90","118.60",,,"1","6","2","5","1","4","1",,"60","4","31","1","98","2","2","10070","2","17","8","280",,"260","252","3","280","8","2","1","2","7","8","0","0","0",,,,"333","28","798","172","5","1","2","2","111111","111111111111A1","5",,"2",,,,,,,,,,
"3EOY6","2020-02-08T04:00:00","-8.30","115.90",,,"1","4","0","0","8","3","1","0","320","4","123",,"98","15","9","10108","1","16","0","302","0","270","259",,,,,"5","A","7","6",,"7","2","36","11","3","333","85","992","114","5","1","2","2","F11411","111111111A8111",,"1","8",,,,,,,,,,"4"
"C6AX5","2020-02-08T04:00:00","-4.50","110.50",,,"1","6","2","5","3","2","1",,"340","3","26","1","98","60","6","10134","8","2","8","260",,"250","246","1","280","8","6","7","3","2","A",,"3","1","33","8","3","333","40","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,,,,,
"VRHM6","2020-02-08T05:00:00","-8.90","111.70",,,"1","6","2","5","2","3","1",,"280","4","72",,,,,"10100",,,"8",,,"330","327","1",,,,"A",,"A","A",,,,,,,"333","81","798","172","5","1","2","2","771111","11AAA116698AAA","5",,,,,,,,,,,,
"VRDJ3","2020-02-08T06:00:00","-1.00","118.90",,,"1","6","2","5","8","4","1",,"30","1","40","1","98","2","2","10050","7","20","8","299",,"263","238","1","287","6","4","1","3","3","1",,"2","1","36","0","0","333","18","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,,,,,
"VRDW2","2020-02-08T06:00:00","-1.00","118.30",,,"1","6","2","5","8","4","1",,"300","1","20","1","98","3","0","10102","6","10","8","294",,"260","233","1","276","4","4","3","4","5","4","0","0","0","36","0","0","333","18","798","172","5","1","2","2","111111","11111111111111","5",,"0",,,,,,,,,,
"C6AX5","2020-02-08T08:00:00","-4.70","111.20",,,"1","6","2","5","3","3","1",,"290",,"57","1","98","2","8","10108","7","20","8","300","0","260","243","1","290","7","6","8","1","9","8","29","3","1","36",,,"333","41","798","172","5","0",,"2","111111","11111111111171","5",,"8","36",,,,,,,,,
"MAQK9","2020-02-08T11:00:00","-8.50","115.80",,,"1","6","2","5","8","4","1",,"350","4","77","1","98","2","1","10115","3","2","8","290",,"260","248","1","300","5","4","7","3","7","4",,"4","1","35","4","1","333","85","798","172","5","1","2","1","111211","11111111111111","5",,"1",,,,,,,,,,
"C6AX5","2020-02-08T12:00:00","-5.10","111.90",,,"1","6","2","5","2","2","1",,"280",,"62","1","98","2",,"10118","6","16","8","280","0","260","252","1","300","4","4","A","A","A","A",,,,,,,"333","51","798","172","5","0",,"1","111111","1111A111111AA1","5",,,,,,,,,,,,
"MAQK9","2020-02-08T14:00:00","-7.70","115.30",,,"1","6","2","5","7","4","1",,"270","4","103","1","98","2","1","10133","0","2","8","290",,"265","255","1","300","6","5","0","9","6","9",,"4","1","35","4","1","333","75","798","172","5","1","2","1","111111","11111111111111","5",,"1",,,,,,,,,,
"VRDW2","2020-02-08T18:00:00","-4.10","117.50",,,"1","6","2","5","8","4","1",,"20","4","36","1","98","1","1","10104","6","10","8","285",,"260","236","1","290",,,"A",,"A","A",,,,,,,"333","47","798","172","5","1","2","1","111111","11111111118AA1","5",,"1",,,,,,,,,,
"MAQK9","2020-02-08T19:00:00","-6.60","114.30",,,"1","6","2","5","7","4","1",,"250","4","170","1","98","2","1","10087","6","15","8","280",,"265","259","1","300","5","4","0","8","6","9",,"4","1","35","4","1","333","64","798","172","5","1","2","1","115511","14111111111411","5",,"1",,,,,,,,,,
"2ICH8","2020-02-08T20:00:00","-8.90","115.60",,,"1","6","2","5","4","3","1",,"250","3","51","1","97","97","9","10100","5","0","8","250",,"245","243","1","267","7",,"A","A","A","A",,,,,,,"333","85","798","172","5","1","2","1","111111","11111111111AA1","5",,"6",,,,,,,,,,
"C6AX5","2020-02-08T21:00:00","-5.60","113.30",,,"1","6","2","5","2","2","1",,"270","3","98","1","98","2","1","10113","5","8","8","280",,"260","252","1","300","5","4","2","4","4","2",,"3","2","30","8","3","333","53","798","172","5","1","2","1","111111","11111111111111","5",,"1",,,,,,,,,,
"MAQK9","2020-02-08T22:00:00","-6.10","113.60",,,"1","6","2","5","7","4","1",,"270","4","170","1","98","2","1","10123","3","4","8","285",,"260","250","1","300","5","4","7","3","6","3",,"4","2","35","4","2","333","63","798","172","5","1","2","1","115111","11111111111111","5",,"1",,,,,,,,,,
"2ICI6","2020-02-09T00:00:00","-9.00","115.60",,,"1","4","0","0","3","3","1","0","310","4","103",,"98","2","5","10110","1","17","0","270","0","250","241","3","283","4","4","4","6","6","2",,"3","2","38","3","2","333","95","992","114","5","1","2","2","111211","11111111111111",,"1","1",,,,,,,,,,"4"
"C6AX5","2020-02-09T00:00:00","-5.80","113.80",,,"1","6","2","5","2","3","1",,"290",,"123","1","98","3","2","10126","3","12","8","280","0","260","252","1","300","6","5","7","1","9","8","29","4","3","36",,,"333","53","798","172","5","0",,"2","113111","11111111111171","5",,"2","36",,,,,,,,,
"MAQK9","2020-02-09T02:00:00","-5.50","112.60",,,"1","6","2","5","7","4","1",,"250","4","144","1","98","2","1","10104","4","0","8","290",,"260","248","1","300","5","4","7","3","6","3",,"4","2","35","4","2","333","52","798","172","5","1","2","2","115511","11111111111111","5",,"1",,,,,,,,,,
"2ICI6","2020-02-09T04:00:00","-9.90","115.70",,,"1","6","2","5","4","3","1",,"280","4","62","1","97","3","2","10113","6","5","8","275",,"260","254","3","333","8","5","7","2","7","A",,"8","2","27","5","2","333","95","798","172","5","1","2","2","511111","11111111161111","5",,"2",,,,,,,,,,
"3EOY6","2020-02-09T04:00:00","-4.20","117.90",,,"1","4","0","0","1","3","1","0","300","4","36",,"97","21","6","10134","2","19","0","252","0","238","233",,,"8","7","7","4","7","A",,"5","0","32","10","1","333","47","992","114","5","1","2","2","F11111","111111111A1111",,"1","2",,,,,,,,,,"4"
"VRHM6","2020-02-09T05:00:00","-9.80","116.10",,,"1","6","2","5","2","3","1",,"270","4","98",,,,,"10100",,,"8","290",,"280","276","1","300",,,"A",,"A","A",,,,,,,"333","96","798","172","5","1","2","2","111111","11AAA111118AAA","5",,,,,,,,,,,,
"MAQK9","2020-02-09T07:00:00","-4.70","111.40",,,"1","6","2","5","7","4","1",,,"4",,"1","98","2","2","10090","6","20","8","290",,"260","248","1","300","7","7","7","3","6","3",,"5","2","27","5","2","333","41","798","172","5","1","2","2","111711","11111111111111","5",,"2",,,,,,,,,,
"MAQK9","2020-02-09T10:00:00","-4.20","110.60",,,"1","6","2","5","7","4","1",,"250","4","129","1","98","1","1","10118","5","2","8","290",,"260","248","1","300","5","4","7","4","1","3",,"5","1","27","5","1","333","40","798","172","5","1","2","2","113311","14111111111411","5",,"1",,,,,,,,,,
"C6AX5","2020-02-09T12:00:00","-6.30","116.10",,,"1","6","2","5","2","2","1",,"60",,"98","1","96","16",,"10131","3","26","8","250","0","240","235","1","300",,,"A",,"A","A",,,,,,,"333","66","798","172","5","0",,"1","114111","1111A111118AA1","5",,,,,,,,,,,,
"VRDW2","2020-02-09T18:00:00","-9.30","115.40",,,"1","6","2","5","8","4","1",,"280","4","77","1","98","1","1","10097","6","10","8","272",,"250","240","1","286","3",,"A","A","A","A",,,,,,,"333","95","798","172","5","1","2","1","111111","11111111111AA1","5",,"1",,,,,,,,,,
"C6AX5","2020-02-09T21:00:00","-7.60","116.20",,,"1","6","2","5","5","2","1",,"260","3","67","1","98","1","2","10106","5","5","8","280",,"260","252","1","300","7","5","8","5","1","2",,"3","2","28","10","3","333","76","798","172","5","1","2","1","111111","11111111111111","5",,"2",,,,,,,,,,
"C6SW3","2020-02-09T23:00:00","-8.80","119.70",,,"1","5","2","5","7","4","1",,"330","3","51",,,,,"10041",,,"8","270",,"250","243",,,,,"A",,"A","A",,"6","3","30","6","1","333","89","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T00:00:00","-8.70","119.50",,,"1","5","2","5","7","3","1",,"330","3","77",,,,,"10041",,,"8","270",,"250","243",,,,,"A",,"A","A",,"6","3","30","6","1","333","89","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T01:00:00","-8.50","119.50",,,"1","5","2","5","7","3","1",,,"3",,,,,,"10081",,,"8","280",,"260","253",,,,,"A",,"A","A",,"6","1","18","6","1","333","89","798","172","5","1","2","2","F11711","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T02:00:00","-8.50","119.50",,,"1","5","2","5","7","3","1",,"210","3","15",,,,,"10081",,,"8","270",,"250","243",,,,,"A",,"A","A",,"6","1","18","6","1","333","89","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T03:00:00","-8.50","119.50",,,"1","5","2","5","7","3","1",,"210","3","15",,,,,"10081",,,"8","280",,"250","239",,,,,"A",,"A","A",,"6","1","18","6","1","333","89","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T04:00:00","-8.50","119.50",,,"1","5","2","5","7","3","1",,"90","3","15",,,,,"10081",,,"8","280",,"250","239",,,,,"A",,"A","A",,"6","1","18","6","1","333","89","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"VRMY3","2020-02-10T04:00:00","-7.00","114.80",,,"1","6","2","5","7","2","1",,"330","4","46",,,,,"10110","1","10","8","320",,"280","265","1","290",,,"A",,"A","A",,,,,,,"333","74","798","172","5","1","2","2","151111","11AAA111118AA1","5",,,,,,,,,,,,
"C6SW3","2020-02-10T05:00:00","-8.50","119.50",,,"1","5","2","5","7","3","1",,"90","3","31",,,,,"10081",,,"8","280",,"250","239",,,,,"A",,"A","A",,"6","1","18","6","1","333","89","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T06:00:00","-8.50","119.50",,,"1","5","2","5","7","3","1",,"20","3","31",,,,,"10061",,,"8","300",,"270","260",,,,,"A",,"A","A",,"6","1","18","6","1","333","89","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6AX5","2020-02-10T07:00:00","-9.30","115.60",,,"1","6","2","5","4","2","1",,"260",,"93","1","98","2","2","10118","8","17","8","290","0","270","262","1","290","5","5","8","2","9","4","26","4","3",,,,"333","95","798","172","5","0",,"2","111111","111111111111A1","5",,"2",,,,,,,,,,
"C6SW3","2020-02-10T07:00:00","-8.50","119.50",,,"1","5","2","5","7","3","1",,"20","3","31",,,,,"10061",,,"8","300",,"270","260",,,,,"A",,"A","A",,"6","1","18","6","1","333","89","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T08:00:00","-8.60","119.50",,,"1","5","2","5","7","3","1",,"40","3","21",,,,,"10061",,,"8","290",,"270","263",,,,,"A",,"A","A",,"6","1","18","6","1","333","89","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T09:00:00","-8.80","119.30",,,"1","5","2","5","6","4","1",,"40","3","21",,,,,"10061",,,"8","290",,"270","263",,,,,"A",,"A","A",,"6","1","18","6","1","333","89","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T10:00:00","-8.90","119.10",,,"1","5","2","5","6","4","1",,"40","3","21",,,,,"10061",,,"8","290",,"270","263",,,,,"A",,"A","A",,"6","1","18","6","1","333","89","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T11:00:00","-8.90","118.80",,,"1","5","2","5","6","4","1",,"320","3","21",,,"63",,"10061",,,"8","270",,"260","257",,,,,"A",,"A","A",,"6","1","18","6","1","333","88","798","172","5","1","2","1","F11111","11A1A1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T12:00:00","-9.00","118.60",,,"1","5","2","5","6","2","1",,"270","3","113",,,"3",,"10071",,,"8","260",,"250","246",,,,,"A",,"A","A",,"6","1","18","6","1","333","98","798","172","5","1","2","1","F11111","11A1A1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T13:00:00","-9.10","118.40",,,"1","5","2","5","6","2","1",,"340","3","103",,,"3",,"10081",,,"8","260",,"250","246",,,,,"A",,"A","A",,"6","1","34","6","1","333","98","798","172","5","1","2","1","F11411","11A1A1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T14:00:00","-9.10","118.10",,,"1","5","2","5","6","2","1",,"340","3","51",,,,,"10081",,,"8","260",,"250","246",,,,,"A",,"A","A",,,,,,,"333","98","798","172","5","1","2","1","F11111","11AAA1111A8AAA","5",,,,,,,,,,,,
"C6SW3","2020-02-10T15:00:00","-9.20","117.90",,,"1","5","2","5","6","2","1",,"340","3","51",,,,,"10071",,,"8","260",,"250","246",,,,,"A",,"A","A",,"6","1","27","6","1","333","97","798","172","5","1","2","1","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T17:00:00","-9.20","117.40",,,"1","5","2","5","6","4","1",,"340","3","72",,,,,"10091",,,"8","270",,"260","257",,,,,"A",,"A","A",,,,,,,"333","97","798","172","5","1","2","1","F11111","11AAA1111A8AAA","5",,,,,,,,,,,,
"C6SW3","2020-02-10T18:00:00","-9.30","117.10",,,"1","5","2","5","6","4","1",,"340","3","72",,,,,"10091",,,"8","270",,"260","257",,,,,"A",,"A","A",,,,,,,"333","97","798","172","5","1","2","1","F11111","11AAA1111A8AAA","5",,,,,,,,,,,,
"C6SW3","2020-02-10T19:00:00","-9.30","116.80",,,"1","5","2","5","6","4","1",,"340","3","72",,,,,"10091",,,"8","270",,"260","257",,,,,"A",,"A","A",,"6","1","24","6","1","333","96","798","172","5","1","2","1","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T20:00:00","-9.20","116.60",,,"1","5","2","5","6","4","1",,"330","3","108",,,,,"10091",,,"8","270",,"260","257",,,,,"A",,"A","A",,"6","1","24","6","1","333","96","798","172","5","1","2","1","F11411","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T21:00:00","-9.70","116.50",,,"1","5","2","5","6","4","1",,"330","3","108",,,,,"10091",,,"8","270",,"260","257",,,,,"A",,"A","A",,"6","1","24","6","1","333","96","798","172","5","1","2","1","F11411","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T22:00:00","-9.10","116.10",,,"1","5","2","5","6","4","1",,"330","3","108",,,,,"10091",,,"8","270",,"250","243",,,,,"A",,"A","A",,"6","1","33","6","1","333","96","798","172","5","1","2","1","F11411","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-10T23:00:00","-9.10","116.90",,,"1","5","2","5","6","4","1",,"330","3","108",,,,,"10091",,,"8","280",,"250","239",,,,,"A",,"A","A",,"6","1","33","6","1","333","96","798","172","5","1","2","2","F11411","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T00:00:00","-9.00","115.60",,,"1","5","2","5","6","4","1",,"340","3","77",,,,,"10091",,,"8","280",,"250","239",,,,,"A",,"A","A",,"6","1","33","6","1","333","95","798","172","5","1","2","2","F11211","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T01:00:00","-8.90","115.40",,,"1","5","2","5","6","4","1",,"40","3","51",,,,,"10091",,,"8","280",,"250","239",,,,,"A",,"A","A",,"6","1","33","6","1","333","85","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T02:00:00","-8.70","115.20",,,"1","5","2","5","9","4","1",,"40","3","51",,,,,"10091",,,"8","280",,"250","239",,,,,"A",,"A","A",,"6","1","33","6","1","333","85","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T03:00:00","-8.70","115.20",,,"1","5","2","5","9","4","1",,"330","3","51",,,,,"10091",,,"8","280",,"260","253",,,,,"A",,"A","A",,"6","1","33","6","1","333","85","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"MASKSTID","2020-02-11T03:00:00","-8.70","115.20",,,"1","4",,"0","9","4","2","0","330","3","51",,"97","3","2","10091","3","8",,"280","0","260","253","1","136","7","7","7","A","A","A",,"6","1","33","6","1","333","85","792","103","5","0","2","2","F11111","11AAA1111A811A",,"1","2",,,,,,,,,,"4"
"C6SW3","2020-02-11T04:00:00","-8.70","115.20",,,"1","5","2","5","9","4","1",,"290","3","77",,,,,"10091",,,"8","300",,"270","260",,,,,"A",,"A","A",,"6","1","27","6","1","333","85","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"VRMY3","2020-02-11T04:00:00","-4.70","111.80",,,"1","6","2","5","6","2","1",,"310","4","46",,,,,"10110","5","10","8","320",,"280","265","1","290",,,"A",,"A","A",,,,,,,"333","41","798","172","5","1","2","2","151111","11AAA111118AA1","5",,,,,,,,,,,,
"C6SW3","2020-02-11T05:00:00","-8.70","115.20",,,"1","5","2","5","9","4","1",,"270","3","77",,,,,"10091",,,"8","300",,"270","260",,,,,"A",,"A","A",,"6","1","27","6","1","333","85","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T06:00:00","-8.70","115.20",,,"1","5","2","5","9","4","1",,"240","3","77",,,,,"10091",,,"8","300",,"270","260",,,,,"A",,"A","A",,"6","1","27","6","1","333","85","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T07:00:00","-8.70","115.20",,,"1","5","2","5","9","4","1",,"240","3","77",,,,,"10091",,,"8","300",,"270","260",,,,,"A",,"A","A",,"6","1","27","6","1","333","85","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T08:00:00","-8.70","115.20",,,"1","5","2","5","9","4","1",,"270","3","103",,,,,"10081",,,"8","300",,"270","260",,,,,"A",,"A","A",,"6","1","27","6","1","333","85","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T09:00:00","-8.70","115.20",,,"1","5","2","5","9","4","1",,"330","3","67",,,,,"10081",,,"8","300",,"270","260",,,,,"A",,"A","A",,"6","1","27","6","1","333","85","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T10:00:00","-8.70","115.20",,,"1","5","2","5","9","4","1",,"330","3","67",,,,,"10081",,,"8","280",,"270","267",,,,,"A",,"A","A",,"6","1","27","6","1","333","85","798","172","5","1","2","2","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T11:00:00","-8.70","115.20",,,"1","5","2","5","9","4","1",,"330","3","36",,,,,"10081",,,"8","280",,"270","267",,,,,"A",,"A","A",,"6","1","27","6","1","333","85","798","172","5","1","2","1","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T12:00:00","-8.70","115.20",,,"1","5","2","5","9","4","1",,"330","3","36",,,,,"10081",,,"8","280",,"270","267",,,,,"A",,"A","A",,"6","1","27","6","1","333","85","798","172","5","1","2","1","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T13:00:00","-8.70","115.20",,,"1","5","2","5","9","4","1",,"270","3","10",,,,,"10081",,,"8","280",,"270","267",,,,,"A",,"A","A",,"6","1","27","6","1","333","85","798","172","5","1","2","1","F11111","11AAA1111A811A","5",,,,,,,,,,,,
"C6SW3","2020-02-11T14:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0","270","3","10",,,,,"10081",,,"0","280","0","270","267",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","1","F11111","11AAA1111A811A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-11T15:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0","270","3","10",,,,,"10081",,,"0","270","0","250","243",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","1","F11111","11AAA1111A811A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-11T16:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0",,"3",,,,,,"10091",,,"0","250","0","230","222",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","1","F1FF11","11AAA1111A831A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-11T17:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0",,"3",,,,,,"10091",,,"0","240","0","220","211",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","1","F4FF11","11AAA1111A831A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-11T18:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0",,"3",,,,,,"10091",,,"0","240","0","220","211",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","1","F4FF11","11AAA1111A831A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-11T19:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0",,"3",,,,,,"10091",,,"0","240","0","220","211",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","1","F4FF11","11AAA1111A831A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-11T20:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0",,"3",,,,,,"10091",,,"0","240","0","220","211",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","1","F4FF11","11AAA1111A831A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-11T21:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0",,"3",,,,,,"10091",,,"0","240","0","240","240",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","1","F4FF13","11AAA1111A831A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-11T22:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0",,"3",,,,,,"10091",,,"0","240","0","240","240",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","1","F4FF13","11AAA1111A831A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-11T23:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0",,"3",,,,,,"10091",,,"0","240","0","240","240",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","2","F4FF13","11AAA1111A831A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-12T00:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0",,"3",,,,,,"10091",,,"0","240","0","240","240",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","2","F4FF13","11AAA1111A831A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-12T01:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0",,"3",,,,,,"10101",,,"0","280","0","250","239",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","2","F1FF11","11AAA1111A831A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-12T02:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0",,"3",,,,,,"10101",,,"0","280","0","250","239",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","2","F1FF11","11AAA1111A831A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-12T03:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0","90","3","51",,,,,"10101",,,"0","280","0","250","239",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","2","F11111","11AAA1111A811A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-12T04:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0","90","3","51",,,,,"10101",,,"0","290","0","260","249",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","2","F11111","11AAA1111A811A",,"1",,,,,,,,,,,"4"
"C6SW3","2020-02-12T05:00:00","-8.70","115.20",,,"1","4","0","0","9","4","1","0","110","3","51",,,,,"10091",,,"0","290","0","260","249",,,,,,"A",,,,"2","0","27","2","0","333","85","992","114","5","1","2","2","F11111","11AAA1111A811A",,"1",,,,,,,,,,,"4"
