"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"9V2779","2020-02-21T06:00:00","-9.70","115.80",,,"1","6","2","5","4","3","1",,"270","4","87","1","98","3",,"10104","0","0","8","260",,"250","246","7","320","8",,"A","A","A","A",,,,,,,"333","95","798","172","5","1","2","2","311111","1111A111111AA1","5",,,,,,,,,,,,
"9V2779","2020-02-21T08:00:00","-10.00","115.80",,,"1","6","2","5","4","3","1",,"270","4","93","1","98","2",,"10104","4","0","8","270",,"250","241","7","320","8",,"A","A","A","A",,,,,,,"369","5","798","172","5","1","2","2","311111","1111A111111AA1","5",,,,,,,,,,,,
"V7NQ9","2020-02-21T08:00:00","-0.90","118.90",,,"1","6","2","5","4","3","1",,"30","3","93","1","97","3","1","10090",,,"8",,,"290","268","1","260","7","7","4","7","6","6",,"8","4","3","8","3","333","8","798","172","5","1","2","2","271212","1111116661111A","5",,"0",,,,,,,,,,
"V7NQ9","2020-02-21T12:00:00","-1.70","118.70",,,"1","6","2","5","4","3","1",,"20","3","77",,,,,"10120",,,"8","290",,"260","248","1","260",,,"A",,"A","A",,,,,,,"333","18","798","172","5","1","2","1","211111","11AAA111118AAA","5",,,,,,,,,,,,
"V7NQ9","2020-02-21T16:00:00","-2.40","118.60",,,"1","6","2","5","4","3","1",,"90","3","72",,,,,"10130",,,"8","280",,"260","252","1","260",,,"A",,"A","A",,,,,,,"333","28","798","172","5","1","2","1","114111","11AAA111118AAA","5",,,,,,,,,,,,
"V7NQ9","2020-02-21T20:00:00","-3.30","118.40",,,"1","6","2","5","5","3","1",,"360","3","62","1","97","2","0","10110",,,"8","280",,"260","252","1","260","8","8","7","6","A","A",,"6","2","36","6","2","333","38","798","172","5","1","2","1","111111","1111111111111A","5",,"0",,,,,,,,,,
"V7NQ9","2020-02-22T00:00:00","-3.70","117.70",,,"1","6","2","5","6","3","1",,"360","3","72",,,,,"10120",,,"8","290",,"260","248","1","270",,,"A",,"A","A",,,,,,,"333","37","798","172","5","1","2","2","111111","11AAA111118AAA","5",,,,,,,,,,,,
"V7NQ9","2020-02-22T04:00:00","-4.00","116.90",,,"1","6","2","5","5","3","1",,"360","3","98",,,,,"10130",,,"8","300",,"270","258","1","270",,,"A",,"A","A",,,,,,,"333","46","798","172","5","1","2","2","111411","11AAA111118AAA","5",,,,,,,,,,,,
"V7NQ9","2020-02-22T08:00:00","-4.30","116.20",,,"1","6","2","5","6","3","1",,"30","3","62","1","97","3","1","10090",,,"8","300",,"270","258","1","270","8","8","7","6","7","A",,"6","2","3","5","2","333","46","798","172","5","1","2","2","111111","1111111111111A","5",,"0",,,,,,,,,,
"V7NQ9","2020-02-22T16:00:00","-4.40","115.50",,,"1","6","2","5","9","0","1",,"360","3","57",,,,,"10120",,,"8","280",,"260","252","1","270",,,"A",,"A","A",,,,,,,"333","45","798","172","5","1","2","1","111111","11AAA111118AAA","5",,,,,,,,,,,,
"VRFT7","2020-02-22T18:00:00","-3.50","118.50",,,"1","4","0","0","1","4","1","0",,"1",,,"98","2","2","10096","7","20","0","280","0","260","253","1","286",,,,"A",,,,,,,,,"333","38","992","114","5","1","2","1","11FF11","14111111118AA1",,"1","1",,,,,,,,,,"4"
"V7NQ9","2020-02-22T20:00:00","-4.40","115.50",,,"1","4","0","0","0","0","1","0","360","3","51",,"98","2","0","10100",,,"0","290","0","270","262","1","270","8","8","7","6","A","A",,"5","1","0",,,"333","45","992","114","5","1","2","1","111111","1111111111113A",,"1","0","0",,,,,,,,,"4"
"VRFT7","2020-02-23T00:00:00","-1.90","118.70",,,"1","6","2","5","1","4","1",,"10","4","113","1","98","2","2","10109","2","16","8","290",,"270","263","1","279","5","3","1","4","3","8",,"4","2","1","5","3","333","18","798","172","5","1","2","2","111411","11111111111111","5",,"1",,,,,,,,,,
"2ICI2","2020-02-23T04:00:00","-6.50","114.00",,,"1","6","2","5","7","2","1",,"300","4","82","1","98","2","5","10106","8","7","8","290",,"260","248","3","289","7",,"7","3","7","8",,"6","1","33","12","2","333","64","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,,,,,
"V7NQ9","2020-02-23T04:00:00","-4.40","115.50",,,"1","6","2","5","9","0","1",,"20","3","82",,,,,"10110",,,"8",,,"290","272","1","270",,,"A",,"A","A",,,,,,,"333","45","798","172","5","1","2","2","171211","11AAA111118AAA","5",,,,,,,,,,,,
"VRFT7","2020-02-23T06:00:00","-0.30","119.20",,,"1","6","2","5","8","4","1",,,"4",,"1","98","2","1","10084","7","27","8","290",,"270","263","1","280","1","2","4","4","0","0",,"4","2",,,,"333","9","798","172","5","1","2","2","111611","111111111141A1","5",,"0",,,,,,,,,,
"2ICI2","2020-02-23T08:00:00","-6.10","113.50",,,"1","6","2","5","7","3","1",,"300","4","87","1","98","2","0","10077","7","30","8","295",,"255","238","3","293","4","3","1","7","4","0",,,,,,,"333","63","798","172","5","1","2","2","111111","11111111111AA1","5",,"0",,,,,,,,,,
"V7NQ9","2020-02-23T08:00:00","-4.40","115.50",,,"1","6","2","5","9","0","1",,"340","3","93","1","98","1","1","10080",,,"8",,,,,"1","270","5","5","5","6","6","A",,"10","4","36","10","4","333","45","798","172","5","1","2","2","171216","1111119991111A","5",,"0",,,,,,,,,,
"2ICI2","2020-02-23T10:00:00","-5.80","113.10",,,"1","4","0","0","7","3","1","0","270","4","57",,"98","2","0","10076","0","0","0","300","0","260","243",,,"3",,"1","5","4","1",,"2","1","0",,,"333","53","992","114","5","1","2","2","F11111","111111111A1131",,"1","0","0",,,,,,,,,"4"
"V7NQ9","2020-02-23T12:00:00","-4.40","115.50",,,"1","6","2","5","9","0","1",,"230","3","72",,,,,"10090",,,"8","320",,"280","265","1","270",,,"A",,"A","A",,,,,,,"333","45","798","172","5","1","2","1","151311","11AAA111118AAA","5",,,,,,,,,,,,
"V7NQ9","2020-02-23T16:00:00","-4.40","115.50",,,"1","6","2","5","9","0","1",,"20","3","67",,,,,"10100",,,"8","300",,"270","258","1","270",,,"A",,"A","A",,,,,,,"333","45","798","172","5","1","2","1","111111","11AAA111118AAA","5",,,,,,,,,,,,
"V7NQ9","2020-02-23T20:00:00","-4.40","115.50",,,"1","6","2","5","9","0","1",,"360","3","93","1","98","1","1","10080",,,"8","290",,"270","262","1","270","3","3","1","6","4","A",,"9","3","36","10","4","333","45","798","172","5","1","2","1","111211","1111111111111A","5",,"0",,,,,,,,,,
"V7NQ9","2020-02-24T00:00:00","-4.40","115.50",,,"1","6","2","5","9","0","1",,"360","3","98",,,,,"10100",,,"8","320",,"280","265","1","270",,,"A",,"A","A",,,,,,,"333","45","798","172","5","1","2","2","151411","11AAA111118AAA","5",,,,,,,,,,,,
"VRDJ3","2020-02-24T00:00:00","-9.10","115.70",,,"1","6","2","5","8","4","1",,"30","4","77","1","98","3","0","10050","2","30","8","290",,"260","248","3","290","3","2","2","2","6","0",,"2","1","18","7","3","333","95","798","172","5","1","2","2","111211","11111111111111","5",,"2",,,,,,,,,,
"V7NQ9","2020-02-24T04:00:00","-4.40","115.50",,,"1","6","2","5","9","0","1",,"20","3","93",,,,,"10100",,,"8",,,"300","287","1","270",,,"A",,"A","A",,,,,,,"333","45","798","172","5","1","2","2","171211","11AAA111118AAA","5",,,,,,,,,,,,
"VRDJ3","2020-02-24T06:00:00","-7.30","116.30",,,"1","6","2","5","8","4","1",,"300","4","72","1","98","3","2","10038","7","20","8","280",,"266","240","3","289","7","7","0","8","9","7",,"2","1","27","4","2","333","76","798","172","5","1","2","2","111121","11111111111111","5",,"2",,,,,,,,,,
"V7NQ9","2020-02-24T08:00:00","-4.40","115.50",,,"1","6","2","5","9","0","1",,"50","3","98","1","98","1","0","10070",,,"8",,,,,"1","270","2","2","1","6","A","5",,"9","4","5","8","4","333","45","798","172","5","1","2","2","174116","1111119991111A","5",,"0",,,,,,,,,,
"V7NQ9","2020-02-24T12:00:00","-4.40","115.50",,,"1","6","2","5","9","0","1",,"20","3","98",,,,,"10090",,,"8","320",,"260","234","1","270",,,"A",,"A","A",,,,,,,"333","45","798","172","5","1","2","1","151214","11AAA111118AAA","5",,,,,,,,,,,,
"VRDJ3","2020-02-24T12:00:00","-5.80","116.90",,,"1","6","2","5","1","4","1",,"230","4","77","1","98","63","6","10045","2","15","8","290",,"270","262","3","292","8","6","2","2","A","A",,,,,,,"333","56","798","172","5","1","2","1","111311","11131111111AA1","5",,"2",,,,,,,,,,
"V7NQ9","2020-02-24T16:00:00","-4.00","115.60",,,"1","6","2","5","8","2","1",,"360","3","62",,,,,"10100",,,"8","300",,"280","273","1","270",,,"A",,"A","A",,,,,,,"333","45","798","172","5","1","2","1","111111","11AAA111118AAA","5",,,,,,,,,,,,
"VRDJ3","2020-02-24T18:00:00","-4.10","117.90",,,"1","6","2","5","1","4","1",,"20","4","77","1","98","13","1","10040","7","15","8","286",,"260","248","3","293",,,"A",,"A","A",,,,,,,"333","47","798","172","5","1","2","1","111121","11111111118AA1","5",,"1",,,,,,,,,,
"V7NQ9","2020-02-24T22:00:00","-3.90","115.70",,,"1","4","0","0","0","0","1","0","360","3","62",,"97","3","1","10070",,,"0","290","0","270","262","1","270","4","4","4","7","4","A",,"6","2","0",,,"333","35","992","114","5","1","2","1","111211","1111111111113A",,"1","0","0",,,,,,,,,"4"
"VRDJ3","2020-02-25T00:00:00","-2.60","118.60",,,"1","6","2","5","8","4","1",,,"4",,"1","97","65","2","10050","2","20","8","260",,"260","260","3","287","8","6","7","1","A","A",,"4","2","36","6","3","333","28","798","172","5","1","2","2","116113","11131111111111","5",,"6",,,,,,,,,,
"VRDJ3","2020-02-25T06:00:00","-0.90","118.40",,,"1","6","2","5","1","4","1",,,"4",,"1","98","2","0",,"7","25","8","294",,"270","247","3","284","3","1","0","9","3","2",,"4","2","36","6","5","333","8","798","172","5","1","2","2","114661","11111111111111","5",,"0",,,,,,,,,,
"V7NQ9","2020-02-25T10:00:00","-3.90","115.70",,,"1","4","0","0","0","0","1","0","360","3","57",,"97","3","1","10070",,,"0","310","0","270","254","1","270","8","8","7","7","7","A",,"6","2","0",,,"333","35","992","114","5","1","2","2","111111","1111111111113A",,"1","0","0",,,,,,,,,"4"
"V7NQ9","2020-02-25T22:00:00","-3.90","115.70",,,"1","4","0","0","0","0","1","0","270","3","26",,"98","2","0","10090",,,"0","280","0","260","252","1","270","7","7","8","6","6","A",,"3","1","0",,,"333","35","992","114","5","1","2","1","111111","1111111111113A",,"1","0","0",,,,,,,,,"4"
"DEBE2","2020-02-26T00:00:00","-6.20","111.10",,,"1","6","2","5","2","4","1",,"290","3","67","1","98","1","2","10090","4","0","8","285",,"255","244","1","280","4","3","2","4","3","6",,"10","2",,,,"333","61","798","172","5","1","2","2","111111","111111111111A1","5",,"2",,,,,,,,,,
"V7NQ9","2020-02-26T10:00:00","-3.90","115.70",,,"1","4","0","0","0","0","1","0","270","3","51",,"98","3","1","10080",,,"0",,"0","290","272","1","270","7","7","8","6","7","A",,"6","2","0",,,"333","35","992","114","5","1","2","2","171111","1111111111113A",,"1","0","0",,,,,,,,,"4"
"V7NQ9","2020-02-26T22:00:00","-3.90","115.70",,,"1","4","0","0","0","0","1","0","360","3","51",,"97","2","1","10080",,,"0","280","0","260","252","1","260","8","8","7","5","7","A",,"5","1","0",,,"333","35","992","114","5","1","2","1","211111","1111111111113A",,"1","0","0",,,,,,,,,"4"
"2ICI6","2020-02-26T23:00:00","-9.70","116.00",,,"1","6","2","5","7","3","1",,"250","4","57","1","98","2","2","10078","3","6","8","295",,"285","281","3","295","7","5","2","2","6","4",,"3","2","26","3","2","333","96","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,,,,,
"V7NQ9","2020-02-27T10:00:00","-3.90","115.70",,,"1","4","0","0","0","0","1","0","30","3","31",,"98","2","0","10080",,,"0",,"0","300","283","1","270","8","8","7","6","7","A",,"3","0","0",,,"333","35","992","114","5","1","2","2","171111","1111116661113A",,"1","0","0",,,,,,,,,"4"
"DEBE2","2020-02-27T12:00:00","-5.60","111.50",,,"1","6","2","5","7","3","1",,"290","3","72","1","98","2","1","10080","4","0","8","290",,"250","235","1","280","6","4","9","6","6","5",,"5","1",,,,"333","51","798","172","5","1","2","1","111111","111111111111A1","5",,"1",,,,,,,,,,
"MAOR4","2020-02-27T16:00:00","-4.40","110.40",,,"1","6","2","5","3","4","1",,"340","4","103","1","98","3","2","10109",,,"8","280",,"260","252","1","297",,,"A",,"A","A",,"10","2",,,,"333","40","798","172","5","1","2","1","111411","111111111181AA","5",,"2",,,,,,,,,,
"DEBE2","2020-02-27T18:00:00","-4.60","110.60",,,"1","6","2","5","7","3","1",,"280","3","82","1","98","2","0","10100","8","10","8","287",,"265","258","1","280","2","2","4","2","0","0",,"3","1",,,,"333","40","798","172","5","1","2","1","111111","111111111111A1","5",,"0",,,,,,,,,,
"MAOR4","2020-02-27T18:00:00","-4.70","111.00",,,"1","5","2","5","3","4","1",,"250","4","77","1","98","3","1","10094","8","15","8","285",,"260","250",,,,,"A",,"A","A",,,,,,,"333","41","798","172","5","1","2","1","F11111","111111111A8AA1","5",,"1",,,,,,,,,,
"MASKSTID","2020-02-27T18:00:00","-4.60","110.60",,,"1","4",,"0","7","3","2","0","280","3","82",,"98","2","0","10100","8","10",,"287","0","265","258","1","280","2","2","4","2","0","0",,"3","1",,,,"333","40","792","103","5","1","2","1","111111","111111111111A1",,"1","0",,,,,,,,,,"4"
"2ICI6","2020-02-27T22:00:00","-6.10","113.80",,,"1","4","0","0","7","3","1","0","280","4","62",,"98","2","2","10080","3","1","0","295","0","265","253","3","292","6","5","2","4","6","2",,"2","1","38","3","2","333","63","992","114","5","1","2","1","111111","11111111111111",,"1","2",,,,,,,,,,"4"
"MAOR4","2020-02-27T22:00:00","-5.10","112.00",,,"1","6","2","5","2","4","1",,"320","4","108","1","98",,"0","10077","6","10","8","280",,"257","247","1","296",,,"A",,"A","A",,"5","1",,,,"333","52","798","172","5","1","2","1","111211","111A11111181A1","5",,"0",,,,,,,,,,
"V7NQ9","2020-02-27T22:00:00","-3.90","115.70",,,"1","4","0","0","0","0","1","0","360","3","31",,"97","92","1","10080",,,"0","270","0","230","210","1","250","8","8","7","5","7","A",,"3","0","0",,,"333","35","992","114","5","1","2","1","411111","1111111111113A",,"1","0","0",,,,,,,,,"4"
"MAOR4","2020-02-28T00:00:00","-5.30","112.50",,,"1","4","0","0","3","4","1","0","310","4","113",,"98","3","2","10088","7",,"0","280","0","265","259","1","296","7","6","4","A","4","A",,"10","1","0",,,"333","52","992","114","5","1","2","2","111111","14111111111437",,"1","2","0",,,,,,,,,"4"
"2ICI6","2020-02-28T04:00:00","-5.40","112.90",,,"1","6","2","5","7","3","1",,"290","4","51","1","98","3","2","10092","7","4","8","305",,"270","256","3",,"5","4","4","5","6","A","0","0","0","29","5","1","333","52","798","172","5","1","2","2","711111","11111111111111","5",,"2",,,,,,,,,,
"MAOR4","2020-02-28T05:00:00","-6.10","113.80",,,"1","6","2","5","3","4","1",,"320","4","36","1","98","3","2","10086","8","13","8","310",,"275","261","1","302","7","5","3","6","7","8",,,,"27","6","1","333","63","798","172","5","1","2","2","111111","11111111111A11","5",,"2",,,,,,,,,,
"C6BC8","2020-02-28T09:00:00","-4.20","110.00",,,"1","6","2","5","3","2","1",,"320","4","82","1","98","2","0","10093","5","0","8","300",,"260","243","1","290","4","3","2","5","8","2",,"5","2","31","5","4","333","40","798","172","5","1","2","2","111111","11111111111111","5",,"0","35","5","2",,,,,,,
"C6BC8","2020-02-28T10:00:00","-4.30","110.10",,,"1","6","2","5","3","2","1",,"320","4","82","1","98","2","0","10093","5","0","8","300",,"260","243","1","290","4","3","2","5","8","2",,"5","2","31","5","4","333","40","798","172","5","1","2","2","111111","11111111111111","5",,"0","35","5","2",,,,,,,
"V7NQ9","2020-02-28T10:00:00","-3.90","115.70",,,"1","4","0","0","0","0","1","0","320","3","51",,"97","3","1","10070",,,"0","330","0","270","246","1","270","6","6","4","6","6","A",,"5","1","0",,,"333","35","992","114","5","1","2","2","151112","1111111111113A",,"1","0","0",,,,,,,,,"4"
"C6BC8","2020-02-28T11:00:00","-4.40","110.30",,,"1","6","2","5","2","2","1",,"320","4","82","1","98","2","0","10096","3","6","8","300",,"260","243","1","290","4","3","2","5","8","2",,"5","2","31","5","4","333","40","798","172","5","1","2","1","111111","11111111111111","5",,"0","35","5","2",,,,,,,
"MAOR4","2020-02-28T11:00:00","-7.30","115.10",,,"1","6","2","5","3","4","1",,"20","4","98","1","98",,"0","10070","3","14","8","291",,"269","260","1","298",,,"A",,"A","A",,"5","1",,,,"333","75","798","172","5","1","2","1","111411","111A11111181A1","5",,"0",,,,,,,,,,
"C6BC8","2020-02-28T12:00:00","-4.50","110.50",,,"1","6","2","5","2","2","1",,"320","4","82","1","98","2","0","10102","3","13","8","300",,"260","243","1","290","4","3","2","5","8","2",,"5","2","31","5","4","333","40","798","172","5","1","2","1","111111","11111111111111","5",,"0","35","5","2",,,,,,,
"MAOR4","2020-02-28T13:00:00","-7.60","115.30",,,"1","6","2","5","3","4","1",,"10","4","93","1","98","0","0","10071",,,"8","290",,"265","255","1","296",,,"A",,"A","A",,"10","2",,,,"333","75","798","172","5","1","2","1","111211","111111111181AA","5",,"0",,,,,,,,,,
"C6BC8","2020-02-28T14:00:00","-4.50","110.70",,,"1","6","2","5","2","2","1",,"310","3","82","1","98","1","2","10112","2","16","8","280",,"260","252","1","290","1","0","0","9","1","5","0","0","0",,,,"333","40","798","172","5","1","2","1","111111","111111111111A1","5",,"1",,,,,,,,,,
"MAOR4","2020-02-28T19:00:00","-9.10","115.60",,,"1","6","2","5","4","3","1",,"270","4","72","1","97","63","1","10061","8","18","8","280",,"265","259","1","297","8",,"A","A","A","A",,,,,,,"333","95","798","172","5","1","2","1","111111","11131111111AA1","5",,"1",,,,,,,,,,
"C6BC8","2020-02-28T20:00:00","-4.80","111.70",,,"1","6","2","5","2","2","1",,"270","4","72","1","98","2","2","10086","8","28","8","280",,"260","252","1","290","6","5","2","4","9","1",,"5","2","27","5","2","333","41","798","172","5","1","2","1","111111","11111111111111","5",,"2","32","5","1",,,,,,,
"C6BC8","2020-02-28T21:00:00","-4.80","111.90",,,"1","6","2","5","2","2","1",,"270","4","72","1","98","2","2","10092","5","14","8","280",,"260","252","1","290","6","5","2","4","9","1",,"5","2","27","5","2","333","41","798","172","5","1","2","1","111111","11111111111111","5",,"2","32","5","1",,,,,,,
"C6BC8","2020-02-28T22:00:00","-4.80","112.10",,,"1","6","2","5","2","2","1",,"270","4","72","1","98","2","2","10098","5","3","8","280",,"260","252","1","290","6","5","2","4","9","1",,"5","2","27","5","2","333","42","798","172","5","1","2","1","111111","11111111111111","5",,"2","32","5","1",,,,,,,
"MAOR4","2020-02-28T22:00:00","-10.00","115.70",,,"1","6","2","5","4","3","1",,"50","4","108","1","97","60","6","10067","3","13","8","265",,"254","249","1","299","7","4","4","4","6","0",,"5","2","20","12","3","369","5","798","172","5","1","2","1","112211","11111111111111","5",,"2",,,,,,,,,,
"C6BC8","2020-02-28T23:00:00","-4.80","112.30",,,"1","6","2","5","2","2","1",,"270","4","72","1","98","2","2","10101","3","12","8","280",,"260","252","1","290","6","5","2","4","9","1",,"5","2","27","5","2","333","42","798","172","5","1","2","2","111111","11111111111111","5",,"2","32","5","1",,,,,,,
"C6BC8","2020-02-29T00:00:00","-5.00","112.40",,,"1","6","2","5","2","2","1",,"270","4","72","1","98","2","2","10106","3","13","8","280",,"260","252","1","290","6","5","2","4","9","1",,"5","2","27","5","2","333","52","798","172","5","1","2","2","111111","11111111111111","5",,"2","32","5","1",,,,,,,
"C6BC8","2020-02-29T02:00:00","-5.10","112.60",,,"1","4","0","0","3","2","1","0","280","3","51",,"98","3","2","10114","0","12","0","285","0","260","250","1","290","8","7","2","4","1","7",,"20","0","0",,,"333","52","992","114","5","1","2","2","111111","11111111111831",,"1","1","0",,,,,,,,,"4"
"C6BC8","2020-02-29T05:00:00","-5.40","113.00",,,"1","6","2","5","3","2","1",,"350","3","72","1","98","25","2","10103","8","11","8","270",,"250","241","1","280","8","8","7","3","A","A","0","5","0","35","10","1","333","53","798","172","5","1","2","2","111111","11111111111311","5",,"2",,,,,,,,,,
"C6BC8","2020-02-29T08:00:00","-5.80","113.40",,,"1","6","2","5","2","2","1",,"280","4","51","1","97","50","5","10085","8","14","8","260",,"250","246","1","290","8","8","7","3","2","0",,"5","2","28","5","2","333","53","798","172","5","1","2","2","111111","11111111111111","5",,"2","24","5","1",,,,,,,
"C6BC8","2020-02-29T09:00:00","-5.80","113.60",,,"1","6","2","5","2","2","1",,"280","4","51","1","97","50","5","10080","8","13","8","260",,"250","246","1","290","8","8","7","3","2","0",,"5","2","28","5","2","333","53","798","172","5","1","2","2","111111","11111111111111","5",,"2","24","5","1",,,,,,,
"C6BC8","2020-02-29T10:00:00","-5.80","113.80",,,"1","6","2","5","2","2","1",,"280","4","51","1","97","50","5","10078","8","15","8","260",,"250","246","1","290","8","8","7","3","2","0",,"5","2","28","5","2","333","53","798","172","5","1","2","2","111111","11111111111111","5",,"2","24","5","1",,,,,,,
"C6BC8","2020-02-29T11:00:00","-5.90","114.00",,,"1","6","2","5","2","2","1",,"280","4","51","1","97","50","5","10088","5","3","8","260",,"250","246","1","290","8","8","7","3","2","0",,"5","2","28","5","2","333","54","798","172","5","1","2","1","111111","11111111111111","5",,"2","24","5","1",,,,,,,
"C6BC8","2020-02-29T12:00:00","-5.90","114.10",,,"1","6","2","5","2","2","1",,"280","4","51","1","97","50","5","10099","3","23","8","260",,"250","246","1","290","8","8","7","3","2","0",,"5","2","28","5","2","333","54","798","172","5","1","2","1","111111","11111111111111","5",,"2","24","5","1",,,,,,,
"C6BC8","2020-02-29T14:00:00","-6.00","114.30",,,"1","6","2","5","2","2","1",,"270","3","51","1","98","1","9","10113","1","28","8","280",,"260","252","1","290","7","6","7","3","7","3","0","0","0",,,,"333","64","798","172","5","1","2","1","111111","111111111111A1","5",,"8",,,,,,,,,,
"C6BC8","2020-02-29T21:00:00","-7.20","115.00",,,"1","6","2","5","3","2","1",,"280","4","72","1","98","2","2","10100","3","8","8","280",,"270","266","1","290","6","5","6","3","7","2",,"5","2","27","5","2","333","75","798","172","5","1","2","1","111111","11111111111111","5",,"2",,,,,,,,,,
"C6BC8","2020-02-29T22:00:00","-7.30","115.20",,,"1","6","2","5","3","2","1",,"280","4","72","1","98","2","2","10100","3","8","8","280",,"270","266","1","290","6","5","6","3","7","2",,"5","2","27","5","2","333","75","798","172","5","1","2","1","111111","11111111111111","5",,"2",,,,,,,,,,
"V7NQ9","2020-02-29T22:00:00","-3.90","115.70",,,"1","4","0","0","0","0","1","0","30","3","46",,"97","2","0","10080",,,"0","290","0","240","216","1","260","8","8","7","5","A","A",,"5","1","0",,,"333","35","992","114","5","1","2","1","211112","1111111111113A",,"1","0","0",,,,,,,,,"4"
"C6BC8","2020-02-29T23:00:00","-7.50","115.30",,,"1","6","2","5","3","2","1",,"280","4","72","1","98","2","2","10099","0","12","8","280",,"270","266","1","290","6","5","6","3","7","2",,"5","2","27","5","2","333","75","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,,,,,
"MAQK9","2020-02-29T23:00:00","-4.40","112.00",,,"1","6","2","5","2","4","1",,"290","4","103","1","98","2","2","10072","4","0","8","280",,"260","252","1","300","6","5","4","6","4","0","0","3","0","5","3","1","333","42","798","172","5","1","2","2","111111","11111111111311","5",,"2",,,,,,,,,,
